date,price
2008-02-15,473.729938272
2008-02-16,477.302631579
2008-02-17,448.508426966
2008-02-18,482.6015625
2008-02-19,470.152733119
2008-02-20,483.963302752
2008-02-21,474.246268657
2008-02-22,480.024115756
2008-02-23,469.40070922
2008-02-24,451.283950617
2008-02-25,482.8875
2008-02-26,487.99382716
2008-02-27,483.303797468
2008-02-28,483.734177215
2008-02-29,491.334448161
2008-03-01,479.205211726
2008-03-02,455.218918919
2008-03-03,479.169724771
2008-03-04,479.613235294
2008-03-05,465.255255255
2008-03-06,454.865612648
2008-03-07,478.983333333
2008-03-08,465.214028777
2008-03-09,450.308108108
2008-03-10,472.603125
2008-03-11,474.179758308
2008-03-12,478.987841945
2008-03-13,465.514285714
2008-03-14,468.911666667
2008-03-15,470.904605263
2008-03-16,447.9
2008-03-17,467.511705686
2008-03-18,462.761986301
2008-03-19,452.716666667
2008-03-20,438.255244755
2008-03-21,427.715
2008-03-22,453.987903226
2008-03-23,430.333333333
2008-03-24,455.798657718
2008-03-25,455.196485623
2008-03-26,445.47492163
2008-03-27,445.970588235
2008-03-28,455.559440559
2008-03-29,445.050209205
2008-03-30,423.763358779
2008-03-31,448.982532751
2008-04-01,467.949019608
2008-04-02,447.820610687
2008-04-03,434.856418919
2008-04-04,436.267912773
2008-04-05,429.723684211
2008-04-06,415.691176471
2008-04-07,425.297577855
2008-04-08,443.508305648
2008-04-09,430.097560976
2008-04-10,429.124624625
2008-04-11,443.58974359
2008-04-12,412.190661479
2008-04-13,411.689655172
2008-04-14,416.279475983
2008-04-15,435.219298246
2008-04-16,430.078025478
2008-04-17,448.403846154
2008-04-18,430.689393939
2008-04-19,448.955932203
2008-04-20,419.029411765
2008-04-21,447.640410959
2008-04-22,440.253333333
2008-04-23,438.355263158
2008-04-24,443.596666667
2008-04-25,436.929530201
2008-04-26,444.12
2008-04-27,415.566666667
2008-04-28,441.125874126
2008-04-29,446.34751773
2008-04-30,441.887640449
2008-05-01,434.817518248
2008-05-02,426.9
2008-05-03,436.414239482
2008-05-04,415.625698324
2008-05-05,440.228956229
2008-05-06,436.225913621
2008-05-07,432.697916667
2008-05-08,426.482638889
2008-05-09,428.990131579
2008-05-10,424.33460076
2008-05-11,413.17679558
2008-05-12,446.242424242
2008-05-13,433.218954248
2008-05-14,424.898648649
2008-05-15,441.575503356
2008-05-16,435.781045752
2008-05-17,436.522260274
2008-05-18,428.117977528
2008-05-19,446.524305556
2008-05-20,447.163636364
2008-05-21,435.141414141
2008-05-22,438.381756757
2008-05-23,445.762376238
2008-05-24,448.094982079
2008-05-25,433.560055866
2008-05-26,448.674825175
2008-05-27,451.321666667
2008-05-28,444.227868852
2008-05-29,444.662751678
2008-05-30,451.085284281
2008-05-31,475.647302905
2008-06-01,463.584795322
2008-06-02,457.9125
2008-06-03,442.278816199
2008-06-04,453.50887574
2008-06-05,456.745954693
